noteType,pivotType,pivotX,pivotY,pivotZ,direction,speed,bar,4th,8th,16th,3rd,6th,12th,24th
99,Player3,0,0,0,U,3,8,1,,,,,,
99,Player3,0,0,0,U,3,8,3,,,,,,
99,Player3,0,0,0,U,3,9,1,,,,,,
99,Player3,0,0,0,U,3,9,3,,,,,,
99,Boss,-1,0,1,U,3,10,1,,,,,,
99,Boss,1,0,-1,U,3,10,1,,,,,,
99,Boss,0,-1,1,U,3,10,3,,,,,,
99,Boss,0,1,-1,U,3,10,3,,,,,,
99,Boss,1,-1,0,U,3,11,1,,,,,,
99,Boss,-1,1,0,U,3,11,1,,,,,,
99,Boss,-2,0,2,U,3,11,3,,,,,,
99,Boss,0,-2,2,U,3,11,3,,,,,,
99,Boss,2,-2,0,U,3,11,3,,,,,,
99,Boss,2,0,-2,U,3,11,3,,,,,,
99,Boss,0,2,-2,U,3,11,3,,,,,,
99,Boss,-2,2,0,U,3,11,3,,,,,,
0,바이올린,,,,,,,,,,,,,
3,Boss,0,0,0,U,4,12,2,,,,,,
4,Boss,0,0,0,U,4,13,0,,,,,,
3,Boss,0,0,0,U,4,13,2,,,,,,
4,Boss,0,0,0,U,4,14,0,,,,,,
3,Boss,0,0,0,U,4,14,2,,,,,,
4,Boss,0,0,0,U,4,15,0,,,,,,
3,Boss,0,0,0,U,4,15,2,,,,,,
3,Player1,0,0,0,U,4,16,0,,,,,,
99,Player1,0,0,0,U,4,16,2,,,,,,
3,Player2,0,0,0,U,4,17,0,,,,,,
99,Player2,0,0,0,U,4,17,2,,,,,,
3,Player3,0,0,0,U,4,18,0,,,,,,
99,Player3,0,0,0,U,4,18,2,,,,,,
3,PlayerM,0,0,0,U,4,19,0,,,,,,
99,PlayerM,0,0,0,U,4,19,2,,,,,,
4,Playerm,0,0,0,U,4,20,0,,,,,,
0,후반,,,,,,,,,,,,,
3,Player1,0,0,0,U,4,21,0,,,,,,
99,PlayerM,0,0,0,U,3,21,1,,,,,,
99,PlayerM,0,0,0,U,3,21,2,,,,,,
99,PlayerM,0,0,0,U,3,21,3,,,,,,
3,Player2,0,0,0,U,4,22,0,,,,,,
99,PlayerM,0,0,0,U,3,22,1,,,,,,
99,PlayerM,0,0,0,U,3,22,2,,,,,,
99,PlayerM,0,0,0,U,3,22,3,,,,,,
3,Player3,0,0,0,U,4,23,0,,,,,,
99,PlayerM,0,0,0,U,3,23,1,,,,,,
99,PlayerM,0,0,0,U,3,23,2,,,,,,
99,PlayerM,0,0,0,U,3,23,3,,,,,,
3,Player2,0,0,0,U,4,24,0,,,,,,
99,PlayerM,0,0,0,U,3,24,1,,,,,,
99,PlayerM,0,0,0,U,3,24,2,,,,,,
99,PlayerM,0,0,0,U,3,24,3,,,,,,
4,Player1,0,0,0,U,4,25,0,,,,,,
99,Playerm,0,0,0,U,3,25,1,,,,,,
99,Playerm,0,0,0,U,3,25,2,,,,,,
99,Playerm,0,0,0,U,3,25,3,,,,,,
4,Player3,0,0,0,U,4,26,0,,,,,,
99,Playerm,0,0,0,U,3,26,1,,,,,,
99,Playerm,0,0,0,U,3,26,2,,,,,,
99,Playerm,0,0,0,U,3,26,3,,,,,,
4,Player2,0,0,0,U,4,27,0,,,,,,
99,Playerm,0,0,0,U,3,27,1,,,,,,
99,Playerm,0,0,0,U,3,27,2,,,,,,
99,Playerm,0,0,0,U,3,27,3,,,,,,
4,Player1,0,0,0,U,4,28,0,,,,,,
99,Playerm,0,0,0,U,3,28,1,,,,,,
99,Playerm,0,0,0,U,3,28,2,,,,,,
99,Playerm,0,0,0,U,3,28,3,,,,,,
4,Boss,0,0,0,U,4,29,0,,,,,,
