noteType,pivotType,pivotX,pivotY,pivotZ,direction,speed,bar,4th,8th,16th,3rd,6th,12th,24th
10,Player3,0,0,0,U,3,8,1,,,,,,
10,Player3,0,0,0,U,3,8,3,,,,,,
10,Player3,0,0,0,U,3,9,1,,,,,,
10,Player3,0,0,0,U,3,9,3,,,,,,
10,Boss,-1,0,1,U,3,10,1,,,,,,
10,Boss,1,0,-1,U,3,10,1,,,,,,
10,Boss,0,-1,1,U,3,10,3,,,,,,
10,Boss,0,1,-1,U,3,10,3,,,,,,
10,Boss,1,-1,0,U,3,11,1,,,,,,
10,Boss,-1,1,0,U,3,11,1,,,,,,
10,Boss,-2,0,2,U,3,11,3,,,,,,
10,Boss,0,-2,2,U,3,11,3,,,,,,
10,Boss,2,-2,0,U,3,11,3,,,,,,
10,Boss,2,0,-2,U,3,11,3,,,,,,
10,Boss,0,2,-2,U,3,11,3,,,,,,
10,Boss,-2,2,0,U,3,11,3,,,,,,
0,바이올린,,,,,,,,,,,,,
3,Boss,0,0,0,U,3,12,2,,,,,,
4,Boss,0,0,0,U,3,13,0,,,,,,
3,Boss,0,0,0,U,3,13,2,,,,,,
4,Boss,0,0,0,U,3,14,0,,,,,,
3,Boss,0,0,0,U,3,14,2,,,,,,
4,Boss,0,0,0,U,3,15,0,,,,,,
3,Boss,0,0,0,U,3,15,2,,,,,,
3,Player1,0,0,0,U,3,16,0,,,,,,
10,Player1,0,0,0,U,3,16,2,,,,,,
3,Player2,0,0,0,U,3,17,0,,,,,,
10,Player2,0,0,0,U,3,17,2,,,,,,
3,Player3,0,0,0,U,3,18,0,,,,,,
10,Player3,0,0,0,U,3,18,2,,,,,,
3,PlayerM,0,0,0,U,3,19,0,,,,,,
10,PlayerM,0,0,0,U,3,19,2,,,,,,
4,Playerm,0,0,0,U,3,20,0,,,,,,
0,후반,,,,,,,,,,,,,
3,Player1,0,0,0,U,2,21,0,,,,,,
10,PlayerM,0,0,0,U,3,21,1,,,,,,
10,PlayerM,0,0,0,U,3,21,2,,,,,,
10,PlayerM,0,0,0,U,3,21,3,,,,,,
3,Player2,0,0,0,U,2,22,0,,,,,,
10,PlayerM,0,0,0,U,3,22,1,,,,,,
10,PlayerM,0,0,0,U,3,22,2,,,,,,
10,PlayerM,0,0,0,U,3,22,3,,,,,,
3,Player3,0,0,0,U,2,23,0,,,,,,
10,PlayerM,0,0,0,U,3,23,1,,,,,,
10,PlayerM,0,0,0,U,3,23,2,,,,,,
10,PlayerM,0,0,0,U,3,23,3,,,,,,
3,Player2,0,0,0,U,2,24,0,,,,,,
10,PlayerM,0,0,0,U,3,24,1,,,,,,
10,PlayerM,0,0,0,U,3,24,2,,,,,,
10,PlayerM,0,0,0,U,3,24,3,,,,,,
4,Player1,0,0,0,U,2,25,0,,,,,,
10,Playerm,0,0,0,U,3,25,1,,,,,,
10,Playerm,0,0,0,U,3,25,2,,,,,,
10,Playerm,0,0,0,U,3,25,3,,,,,,
4,Player3,0,0,0,U,2,26,0,,,,,,
10,Playerm,0,0,0,U,3,26,1,,,,,,
10,Playerm,0,0,0,U,3,26,2,,,,,,
10,Playerm,0,0,0,U,3,26,3,,,,,,
4,Player2,0,0,0,U,2,27,0,,,,,,
10,Playerm,0,0,0,U,3,27,1,,,,,,
10,Playerm,0,0,0,U,3,27,2,,,,,,
10,Playerm,0,0,0,U,3,27,3,,,,,,
4,Player1,0,0,0,U,2,28,0,,,,,,
10,Playerm,0,0,0,U,3,28,1,,,,,,
10,Playerm,0,0,0,U,3,28,2,,,,,,
10,Playerm,0,0,0,U,3,28,3,,,,,,
4,Boss,0,0,0,U,2,29,0,,,,,,
-600,END,0,0,0,U,0,30,1,1,,,,,
