noteType,pivotType,pivotX,pivotY,pivotZ,direction,speed,bar,4th,8th,16th,3rd,6th,12th,24th
8,World,0,6,-6,U,1,6,0,4,,,,,
8,World,0,7,-7,U,1,6,0,4,1,,,,
8,World,1,6,-7,U,1,6,0,4,2,,,,
8,World,1,5,-6,U,1,6,0,4,3,,,,
8,World,0,5,-5,U,1,6,0,4,4,,,,
8,World,-1,6,-5,U,1,6,0,4,5,,,,
8,World,-1,7,-6,U,1,6,0,4,6,,,,
8,World,-1,8,-7,U,1,6,0,4,7,,,,
8,World,-2,8,-6,U,1,7,0,0,0,,,,
8,World,-2,7,-5,U,1,7,0,0,1,,,,
8,World,-2,6,-4,U,1,7,0,0,2,,,,
8,World,-1,5,-4,U,1,7,0,0,3,,,,
8,World,0,4,-4,U,1,7,0,0,4,,,,
8,World,1,4,-5,U,1,7,0,0,5,,,,
8,World,2,4,-6,U,1,7,0,0,6,,,,
8,World,2,5,-7,U,1,7,0,0,7,,,,
8,World,2,6,-8,U,1,7,0,0,8,,,,
8,World,1,7,-8,U,1,7,0,0,9,,,,
8,World,0,8,-8,U,1,7,0,0,10,,,,
8,World,0,7,-7,U,1,7,0,0,11,,,,
99,World,0,6,-6,U,3,7,0,0,12,,,,
0,멜로디 시작,,,,,,,,,,,,,
606,World,35,2,-37,U,3,8,,,,,,,
4,World,0,0,0,LD,2,8,0,0,0,,,,
99,Player1,0,0,0,U,3,8,1,,,,,,
99,Player2,0,0,0,U,3,8,2,,,,,,
99,Player3,0,0,0,U,3,8,3,,,,,,
99,Player2,0,0,0,U,3,9,1,,,,,,
99,Player1,0,0,0,U,3,9,2,,,,,,
99,Player3,0,0,0,U,3,9,3,,,,,,
3,World,0,0,0,U,3,10,,,,,,,
99,Player3,0,0,0,U,3,10,1,,,,,,
99,Player2,0,0,0,U,3,10,2,,,,,,
99,Player1,0,0,0,U,3,10,3,,,,,,
8,Player1,0,0,0,U,3,11,,,,,,,
8,Player2,0,0,0,U,3,11,0,0,1,,,,
8,Player3,0,0,0,U,3,11,0,1,,,,,
99,Player2,0,0,0,U,3,11,1,,,,,,
99,Player2,0,0,0,U,3,11,1,1,,,,,
99,Player2,0,0,0,U,3,11,2,0,1,,,,
99,Player1,0,0,0,U,3,11,3,,,,,,
4,World,0,0,0,RD,3,12,,,,,,,
99,Player1,0,0,0,U,3,12,1,,,,,,
10,PlayerA,0,0,0,U,2,12,1,1,,,,,
99,Player2,0,0,0,U,3,12,2,,,,,,
10,PlayerA,0,0,0,U,2,12,2,1,,,,,
99,Player3,0,0,0,U,3,12,3,,,,,,
10,PlayerA,0,0,0,U,2,12,3,1,,,,,
99,Player2,0,0,0,U,3,13,1,,,,,,
10,PlayerA,0,0,0,U,2,13,1,,,,,,
99,Player3,0,0,0,U,3,13,2,,,,,,
10,PlayerA,0,0,0,U,2,13,2,,,,,,
99,Player1,0,0,0,U,3,13,3,,,,,,
10,PlayerA,0,0,0,U,2,13,3,,,,,,
99,World,0,0,0,U,2,14,,,,,,,
99,Player3,0,0,0,U,2,14,1,,,,,,
99,Player3,0,0,0,U,2,14,2,,,,,,
99,Player3,0,0,0,U,2,14,3,,,,,,
10,PlayerA,0,0,0,U,1,15,,,,,,,
10,PlayerA,0,0,0,U,1,15,0,0,3,,,,
10,PlayerA,0,0,0,U,1,15,0,0,6,,,,
10,PlayerA,0,0,0,U,1,15,0,0,9,,,,
10,PlayerA,0,0,0,U,1,15,0,0,12,,,,
0,연설. 아이템 등장,,,,,,,,,,,,,
606,World,30,1,-31,U,2,16,,,,,,,
-1,World,0,30,-30,U,3,16,0,0,,,,,
200,World,0,-9,9,U,1,16,0,0,1,,,,
200,World,-9,0,9,D,1,16,0,0,2,,,,
200,World,9,-9,0,D,1,16,0,0,3,,,,
200,World,-3,-3,6,LD,1,16,0,0,4,,,,
200,World,3,-6,3,LD,1,16,0,0,5,,,,
200,World,-6,3,3,RD,1,16,0,0,6,,,,
200,World,6,-3,-3,LU,1,16,0,0,7,,,,
99,Player1,0,0,0,U,4,16,0,0,8,,,,
99,Player2,0,0,0,U,4,18,2,,,,,,
99,Player3,0,0,0,U,4,20,,,,,,,
0,뭐 땅이 사라지든 뭐 하든..,,,,U,,,,,,,,,
8,Player1,0,0,0,U,3,21,,,,,,,
8,Player2,0,0,0,U,3,21,1,,,,,,
8,Player3,0,0,0,U,3,21,2,,,,,,
8,Player1,0,0,0,U,3,21,3,,,,,,
8,Player2,0,0,0,U,2,22,0,,,,,,
8,Player3,0,0,0,U,2,22,0,1,,,,,
8,Player1,0,0,0,U,2,22,0,2,,,,,
8,Player2,0,0,0,U,2,22,0,3,,,,,
8,Player3,0,0,0,U,2,22,0,4,,,,,
8,Player1,0,0,0,U,2,22,0,5,,,,,
8,Player2,0,0,0,U,2,22,0,6,,,,,
8,Player3,0,0,0,U,2,22,0,7,,,,,
8,Player1,0,1,-1,U,2,23,0,0,,,,,
8,Player2,1,-1,0,U,2,23,0,0,1,,,,
8,Player3,-1,0,1,U,2,23,0,0,2,,,,
8,Player1,0,-1,1,U,2,23,0,0,3,,,,
8,Player2,-1,1,0,U,2,23,0,0,4,,,,
8,Player3,1,0,-1,U,2,23,0,0,5,,,,
8,Player1,1,0,-1,U,2,23,0,0,6,,,,
8,Player2,0,-1,1,U,2,23,0,0,7,,,,
8,Player3,-1,1,0,U,2,23,0,0,8,,,,
8,Player1,-1,0,1,U,2,23,0,0,9,,,,
8,Player2,1,-1,0,U,2,23,0,0,10,,,,
8,Player3,0,1,-1,U,2,23,0,0,11,,,,
99,Player1,0,0,0,U,1,23,0,0,12,,,,
0,2차,,,,,,,,,,,,,
606,World,35,2,-37,U,3,24,,,,,,,
-1,World,0,0,0,U,3,24,,,,,,,
10,Player1,0,0,0,U,1,24,0,1,,,,,
99,Player2,0,0,0,U,2,24,0,3,,,,,
99,Player3,0,-1,1,U,2,24,0,3,,,,,
99,Player1,0,0,0,U,2,24,0,5,,,,,
99,Player2,1,-1,0,U,2,24,0,5,,,,,
99,Player1,-1,-1,0,U,2,24,0,7,,,,,
99,Player3,0,0,0,U,2,24,0,7,,,,,
10,Player3,0,0,0,U,1,25,0,2,,,,,
99,Player1,0,0,0,U,2,25,0,2,,,,,
10,Player2,0,0,0,U,1,25,0,4,,,,,
99,Player3,0,0,0,U,2,25,0,4,,,,,
10,Player1,0,0,0,U,1,25,0,6,,,,,
99,Player2,0,0,0,U,2,25,0,6,,,,,
4,Boss,0,0,0,U,1,26,,,,,,,
10,Player2,0,0,0,U,2,26,1,,,,,,
8,Player1,0,0,0,U,2,26,2,,,,,,
8,Player2,0,0,0,U,2,26,2,1,,,,,
8,Player3,0,0,0,U,2,26,3,,,,,,
7,Player1,0,-1,1,U,3,27,,,,,,,
99,Player1,0,0,0,U,2,27,0,3,,,,,
99,Player2,0,0,0,U,2,27,0,3,3,,,,
99,Player3,0,0,0,U,2,27,0,3,6,,,,
-1,World,0,0,0,U,3,28,,,,,,,
10,Player3,0,0,0,U,1,28,0,1,,,,,
99,Player1,0,0,0,U,2,28,0,3,,,,,
99,Player2,0,-1,1,U,2,28,0,3,,,,,
99,Player2,0,0,0,U,2,28,0,5,,,,,
99,Player3,1,0,-1,U,2,28,0,5,,,,,
99,Player3,0,0,0,U,2,28,0,7,,,,,
99,Player1,-1,1,0,U,2,28,0,7,,,,,
10,Player2,0,0,0,U,1,29,0,2,,,,,
99,Player1,0,1,-1,U,2,29,0,2,,,,,
10,Player1,0,0,0,U,1,29,0,4,,,,,
99,Player3,0,0,0,U,2,29,0,4,,,,,
10,Player3,0,0,0,U,1,29,0,6,,,,,
99,Player2,1,0,-1,U,2,29,0,6,,,,,
3,Boss,0,0,0,U,2,30,,,,,,,
99,Player1,0,0,0,U,2,30,1,,,,,,
99,Player2,0,0,0,U,2,30,1,,,,,,
99,Player3,0,0,0,U,2,30,1,,,,,,
8,Player3,0,0,0,U,2,30,2,,,,,,
8,Player2,0,0,0,U,2,30,2,1,,,,,
8,Player1,0,0,0,U,2,30,3,,,,,,
7,Player3,0,1,-1,D,3,31,,,,,,,
99,Player3,0,0,0,U,2,31,0,3,,,,,
99,Player2,0,0,0,U,2,31,0,3,3,,,,
99,Player1,0,0,0,U,2,31,0,3,6,,,,
0,마지막,,,,,,,,,,,,,
606,World,40,3,-43,U,3,32,,,,,,,
4,World,0,0,0,LD,2,32,0,0,0,,,,
-1,World,0,-3,3,,3,32,0,1,,,,,
99,Player1,0,0,0,U,3,32,1,,,,,,
99,Player2,0,0,0,U,3,32,2,,,,,,
99,Player3,0,0,0,U,3,32,3,,,,,,
99,Player2,0,0,0,U,3,33,1,,,,,,
99,Player1,0,0,0,U,3,33,2,,,,,,
99,Player3,0,0,0,U,3,33,3,,,,,,
3,World,0,0,0,U,3,34,,,,,,,
99,Player3,0,0,0,U,3,34,1,,,,,,
99,Player2,0,0,0,U,3,34,2,,,,,,
99,Player1,0,0,0,U,3,34,3,,,,,,
8,Player3,0,0,0,U,3,35,,,,,,,
8,Player2,0,0,0,U,3,35,0,0,1,,,,
8,Player1,0,0,0,U,3,35,0,1,,,,,
99,Player3,0,0,0,U,3,35,1,,,,,,
99,Player3,0,0,0,U,3,35,1,1,,,,,
99,Player3,0,0,0,U,3,35,2,0,1,,,,
99,Player1,0,0,0,U,3,35,3,,,,,,
0,쉬고,,,,,,,,,,,,,
99,Player1,0,0,0,U,3,36,1,,,,,,
10,Player2,0,0,0,U,2,36,1,0,1,,,,
10,Player2,0,0,0,U,2,36,1,1,,,,,
10,Player2,0,0,0,U,2,36,1,1,1,,,,
99,Player3,0,0,0,U,3,36,2,,,,,,
10,Player1,0,0,0,U,2,36,2,0,1,,,,
10,Player1,0,0,0,U,2,36,2,1,,,,,
10,Player1,0,0,0,U,2,36,2,1,1,,,,
99,Player2,0,0,0,U,3,36,3,,,,,,
10,Player3,0,0,0,U,2,36,3,0,1,,,,
10,Player3,0,0,0,U,2,36,3,1,,,,,
10,Player3,0,0,0,U,2,36,3,1,1,,,,
99,Player1,0,0,0,U,3,37,1,,,,,,
10,Player2,0,0,0,U,2,37,1,0,1,,,,
10,Player2,0,0,0,U,2,37,1,1,,,,,
10,Player2,0,0,0,U,2,37,1,1,1,,,,
99,Player3,0,0,0,U,3,37,2,,,,,,
10,Player1,0,0,0,U,2,37,2,0,1,,,,
10,Player1,0,0,0,U,2,37,2,1,,,,,
10,Player1,0,0,0,U,2,37,2,1,1,,,,
99,Player2,0,0,0,U,3,37,3,,,,,,
10,Player3,0,0,0,U,2,37,3,0,1,,,,
10,Player3,0,0,0,U,2,37,3,1,,,,,
10,Player3,0,0,0,U,2,37,3,1,1,,,,
3,World,0,0,0,U,2,38,,,,,,,
99,Player1,0,0,0,U,3,38,1,,,,,,
99,Player2,0,0,0,U,3,38,1,,,,,,
99,Player3,0,0,0,U,3,38,1,,,,,,
8,Player2,-1,0,1,U,2,38,1,0,1,,,,
8,Player1,-1,1,0,U,2,38,1,1,,,,,
8,Player3,-1,1,0,U,2,38,1,1,1,,,,
99,Player1,0,0,0,U,3,38,2,,,,,,
99,Player2,0,0,0,U,3,38,2,,,,,,
99,Player3,0,0,0,U,3,38,2,,,,,,
8,Player1,1,-1,0,U,2,38,2,0,1,,,,
8,Player2,1,-1,0,U,2,38,2,1,,,,,
8,Player3,1,0,-1,U,2,38,2,1,1,,,,
99,Player1,0,0,0,U,3,38,3,,,,,,
99,Player2,0,0,0,U,3,38,3,,,,,,
99,Player3,0,0,0,U,3,38,3,,,,,,
8,Player1,1,-1,0,U,2,38,3,0,1,,,,
8,Player2,0,-1,1,U,2,38,3,0,1,,,,
8,Player3,1,0,-1,U,2,38,3,0,1,,,,
8,Player1,0,1,-1,U,2,38,3,1,,,,,
8,Player2,-1,0,1,U,2,38,3,1,,,,,
8,Player3,1,-1,0,U,2,38,3,1,,,,,
8,Player1,-1,1,0,U,2,38,3,1,1,,,,
8,Player2,0,1,-1,U,2,38,3,1,1,,,,
8,Player3,0,-1,1,U,2,38,3,1,1,,,,
10,PlayerA,0,0,0,U,2,39,,,,,,,
10,PlayerA,0,0,0,U,2,39,0,0,3,,,,
10,PlayerA,0,0,0,U,2,39,0,0,6,,,,
10,PlayerA,0,0,0,U,2,39,0,0,9,,,,
10,PlayerA,0,0,0,U,2,39,0,0,12,,,,
10,PlayerA,,,,,2,40,,,,,,,
0,,,,,,,,,,,,,,
-600,END,0,0,0,U,0,41,1,1,,,,,
