id,x,y,z,w,color,type
125,1,-74,73,0,0,0
126,1,-73,72,0,0,0
127,1,-72,71,0,0,0
128,1,-71,70,0,0,0
129,1,-70,69,0,0,0
130,1,-69,68,0,0,0
131,1,-68,67,0,0,0
132,1,-67,66,0,0,0
133,1,-66,65,0,0,0
134,1,-65,64,0,0,0
135,1,-64,63,0,0,0
136,1,-63,62,0,0,0
137,1,-62,61,0,0,0
138,1,-61,60,0,0,0
139,1,-60,59,0,0,0
140,1,-59,58,0,0,0
141,1,-58,57,0,0,0
142,1,-57,56,0,0,0
143,1,-56,55,0,0,0
144,1,-55,54,0,0,0
145,1,-54,53,0,0,0
146,1,-53,52,0,0,0
147,1,-52,51,0,0,0
148,1,-51,50,0,0,0
149,1,-50,49,0,0,0
150,1,-49,48,0,0,0
151,1,-48,47,0,0,0
152,1,-47,46,0,0,0
153,1,-46,45,0,0,0
154,1,-45,44,0,0,0
155,1,-44,43,0,0,0
156,1,-43,42,0,0,0
157,1,-42,41,0,0,0
158,1,-41,40,0,0,0
159,1,-40,39,0,0,0
160,1,-39,38,0,0,0
161,1,-38,37,0,0,0
162,1,-37,36,0,0,0
163,1,-36,35,0,0,0
164,1,-35,34,0,0,0
165,1,-34,33,0,0,0
166,1,-33,32,0,0,0
167,1,-32,31,0,0,0
168,1,-31,30,0,0,0
169,1,-30,29,0,0,0
170,1,-29,28,0,0,0
171,1,-28,27,0,0,0
172,1,-27,26,0,0,0
173,1,-26,25,0,0,0
174,1,-25,24,0,0,0
175,1,-24,23,0,0,0
176,1,-23,22,0,0,0
177,1,-22,21,0,0,0
178,1,-21,20,0,0,0
179,1,-20,19,0,0,0
180,1,-19,18,0,0,0
181,1,-18,17,0,0,0
182,1,-17,16,0,0,0
183,1,-16,15,0,0,0
184,1,-15,14,0,0,0
185,1,-14,13,0,0,0
186,1,-13,12,0,0,0
187,1,-12,11,0,0,0
188,1,-11,10,0,0,0
189,1,-10,9,0,0,0
190,1,-9,8,0,0,0
191,1,-8,7,0,0,0
192,1,-7,6,0,0,0
193,1,-6,5,0,0,0
194,1,-5,4,0,0,0
195,1,-4,3,0,0,0
196,1,-3,2,0,0,0
197,1,-2,1,0,0,0
198,1,-1,0,0,0,0
199,2,-1,-1,0,0,0
200,2,-4,2,0,0,0
201,2,-2,0,0,0,0
202,2,-3,1,0,0,0
203,2,-5,3,0,0,0
204,2,-6,4,0,0,0
205,2,-7,5,0,0,0
206,2,-8,6,0,0,0
207,2,-9,7,0,0,0
208,2,-10,8,0,0,0
209,2,-11,9,0,0,0
210,2,-12,10,0,0,0
211,2,-13,11,0,0,0
212,2,-14,12,0,0,0
213,2,-15,13,0,0,0
214,2,-16,14,0,0,0
215,2,-17,15,0,0,0
216,2,-18,16,0,0,0
217,2,-19,17,0,0,0
218,2,-20,18,0,0,0
219,2,-21,19,0,0,0
220,2,-22,20,0,0,0
221,2,-23,21,0,0,0
222,2,-24,22,0,0,0
223,2,-25,23,0,0,0
224,2,-26,24,0,0,0
225,2,-27,25,0,0,0
226,2,-28,26,0,0,0
227,2,-29,27,0,0,0
228,2,-30,28,0,0,0
229,2,-31,29,0,0,0
230,2,-32,30,0,0,0
231,2,-33,31,0,0,0
232,2,-34,32,0,0,0
233,2,-35,33,0,0,0
234,2,-36,34,0,0,0
235,2,-37,35,0,0,0
236,2,-38,36,0,0,0
237,2,-39,37,0,0,0
238,2,-40,38,0,0,0
239,2,-41,39,0,0,0
240,2,-42,40,0,0,0
241,2,-43,41,0,0,0
242,2,-44,42,0,0,0
243,2,-45,43,0,0,0
244,2,-46,44,0,0,0
245,2,-47,45,0,0,0
246,2,-48,46,0,0,0
247,2,-49,47,0,0,0
248,2,-50,48,0,0,0
249,2,-51,49,0,0,0
250,2,-52,50,0,0,0
251,2,-53,51,0,0,0
252,2,-54,52,0,0,0
253,2,-55,53,0,0,0
254,2,-56,54,0,0,0
255,2,-57,55,0,0,0
256,2,-58,56,0,0,0
257,2,-59,57,0,0,0
258,2,-60,58,0,0,0
259,2,-61,59,0,0,0
260,2,-62,60,0,0,0
261,2,-63,61,0,0,0
262,2,-64,62,0,0,0
263,2,-65,63,0,0,0
264,2,-66,64,0,0,0
265,2,-67,65,0,0,0
266,2,-68,66,0,0,0
267,2,-69,67,0,0,0
268,2,-70,68,0,0,0
269,2,-71,69,0,0,0
270,2,-72,70,0,0,0
271,2,-73,71,0,0,0
272,2,-74,72,0,0,0
273,2,-75,73,0,0,0
274,2,-76,74,0,0,0
275,2,-77,75,0,0,0
276,2,-78,76,0,0,0
277,2,-79,77,0,0,0
278,2,-80,78,0,0,0
279,2,-81,79,0,0,0
280,2,-82,80,0,0,0
281,2,-83,81,0,0,0
282,2,-84,82,0,0,0
283,2,-85,83,0,0,0
284,2,-86,84,0,0,0
285,2,-87,85,0,0,0
286,2,-88,86,0,0,0
287,2,-89,87,0,0,0
288,2,-90,88,0,0,0
289,2,-91,89,0,0,0
290,2,-92,90,0,0,0
291,2,-93,91,0,0,0
292,2,-94,92,0,0,0
293,2,-95,93,0,0,0
294,2,-96,94,0,0,0
295,2,-97,95,0,0,0
296,2,-98,96,0,0,0
297,2,-99,97,0,0,0
298,2,-100,98,0,0,0
299,3,-100,97,0,0,0
300,3,-99,96,0,0,0
301,3,-98,95,0,0,0
302,3,-97,94,0,0,0
303,3,-96,93,0,0,0
304,3,-95,92,0,0,0
305,3,-94,91,0,0,0
306,3,-93,90,0,0,0
307,3,-92,89,0,0,0
308,3,-91,88,0,0,0
309,3,-90,87,0,0,0
310,3,-89,86,0,0,0
311,3,-88,85,0,0,0
312,3,-87,84,0,0,0
313,3,-86,83,0,0,0
314,3,-85,82,0,0,0
315,3,-84,81,0,0,0
316,3,-83,80,0,0,0
317,3,-82,79,0,0,0
318,3,-81,78,0,0,0
319,3,-80,77,0,0,0
320,3,-79,76,0,0,0
321,3,-78,75,0,0,0
322,3,-77,74,0,0,0
323,3,-76,73,0,0,0
324,3,-75,72,0,0,0
325,3,-74,71,0,0,0
326,3,-73,70,0,0,0
327,3,-72,69,0,0,0
328,3,-71,68,0,0,0
329,3,-70,67,0,0,0
330,3,-69,66,0,0,0
331,3,-68,65,0,0,0
332,3,-67,64,0,0,0
333,3,-66,63,0,0,0
334,3,-65,62,0,0,0
335,3,-64,61,0,0,0
336,3,-63,60,0,0,0
337,3,-62,59,0,0,0
338,3,-61,58,0,0,0
339,3,-60,57,0,0,0
340,3,-59,56,0,0,0
341,3,-58,55,0,0,0
342,3,-57,54,0,0,0
343,3,-56,53,0,0,0
344,3,-55,52,0,0,0
345,3,-54,51,0,0,0
346,3,-53,50,0,0,0
347,3,-52,49,0,0,0
348,3,-51,48,0,0,0
349,3,-50,47,0,0,0
350,3,-49,46,0,0,0
351,3,-48,45,0,0,0
352,3,-47,44,0,0,0
353,3,-46,43,0,0,0
354,3,-45,42,0,0,0
355,3,-44,41,0,0,0
356,3,-43,40,0,0,0
357,3,-42,39,0,0,0
358,3,-41,38,0,0,0
359,3,-40,37,0,0,0
360,3,-39,36,0,0,0
361,3,-38,35,0,0,0
362,3,-37,34,0,0,0
363,3,-36,33,0,0,0
364,3,-35,32,0,0,0
365,3,-34,31,0,0,0
366,3,-33,30,0,0,0
367,3,-32,29,0,0,0
368,3,-31,28,0,0,0
369,3,-30,27,0,0,0
370,3,-29,26,0,0,0
371,3,-28,25,0,0,0
372,3,-27,24,0,0,0
373,3,-26,23,0,0,0
374,3,-25,22,0,0,0
375,3,-24,21,0,0,0
376,3,-23,20,0,0,0
377,3,-22,19,0,0,0
378,3,-21,18,0,0,0
379,3,-20,17,0,0,0
380,3,-19,16,0,0,0
381,3,-18,15,0,0,0
382,3,-17,14,0,0,0
383,3,-16,13,0,0,0
384,3,-15,12,0,0,0
385,3,-14,11,0,0,0
386,3,-13,10,0,0,0
387,3,-12,9,0,0,0
388,3,-11,8,0,0,0
389,3,-10,7,0,0,0
390,3,-9,6,0,0,0
391,3,-8,5,0,0,0
392,3,-7,4,0,0,0
393,3,-6,3,0,0,0
394,3,-5,2,0,0,0
395,3,-4,1,0,0,0
396,3,-3,0,0,0,0
397,3,-2,-1,0,0,0
398,4,-2,-2,0,0,0
399,4,-3,-1,0,0,0
400,4,-4,0,0,0,0
401,4,-5,1,0,0,0
402,4,-6,2,0,0,0
403,4,-7,3,0,0,0
404,4,-8,4,0,0,0
405,4,-9,5,0,0,0
406,4,-10,6,0,0,0
407,4,-11,7,0,0,0
408,4,-12,8,0,0,0
409,4,-13,9,0,0,0
410,4,-14,10,0,0,0
411,4,-15,11,0,0,0
412,4,-16,12,0,0,0
413,4,-17,13,0,0,0
414,4,-18,14,0,0,0
415,4,-19,15,0,0,0
416,4,-20,16,0,0,0
417,4,-21,17,0,0,0
418,4,-22,18,0,0,0
419,4,-23,19,0,0,0
420,4,-24,20,0,0,0
421,4,-25,21,0,0,0
422,4,-26,22,0,0,0
423,4,-27,23,0,0,0
424,4,-28,24,0,0,0
425,4,-29,25,0,0,0
426,4,-30,26,0,0,0
427,4,-31,27,0,0,0
428,4,-32,28,0,0,0
429,4,-33,29,0,0,0
430,4,-34,30,0,0,0
431,4,-35,31,0,0,0
432,4,-36,32,0,0,0
433,4,-37,33,0,0,0
434,4,-38,34,0,0,0
435,4,-39,35,0,0,0
436,4,-40,36,0,0,0
437,4,-41,37,0,0,0
438,4,-42,38,0,0,0
439,4,-43,39,0,0,0
440,4,-44,40,0,0,0
441,4,-45,41,0,0,0
442,4,-46,42,0,0,0
443,4,-47,43,0,0,0
444,4,-48,44,0,0,0
445,4,-49,45,0,0,0
446,4,-50,46,0,0,0
447,4,-51,47,0,0,0
448,4,-52,48,0,0,0
449,4,-53,49,0,0,0
450,4,-54,50,0,0,0
451,4,-55,51,0,0,0
452,4,-56,52,0,0,0
453,4,-57,53,0,0,0
454,4,-58,54,0,0,0
455,5,-60,55,0,0,0
456,4,-59,55,0,0,0
457,4,-60,56,0,0,0
458,4,-61,57,0,0,0
459,4,-62,58,0,0,0
460,4,-63,59,0,0,0
461,4,-64,60,0,0,0
462,4,-65,61,0,0,0
463,4,-66,62,0,0,0
464,4,-67,63,0,0,0
465,4,-68,64,0,0,0
466,4,-69,65,0,0,0
467,4,-70,66,0,0,0
468,4,-71,67,0,0,0
469,4,-72,68,0,0,0
470,4,-73,69,0,0,0
471,4,-74,70,0,0,0
472,4,-75,71,0,0,0
473,4,-76,72,0,0,0
474,4,-77,73,0,0,0
475,4,-78,74,0,0,0
476,4,-79,75,0,0,0
477,4,-80,76,0,0,0
478,4,-81,77,0,0,0
479,4,-82,78,0,0,0
480,4,-83,79,0,0,0
481,4,-84,80,0,0,0
482,4,-85,81,0,0,0
483,4,-86,82,0,0,0
484,4,-87,83,0,0,0
485,4,-88,84,0,0,0
486,4,-89,85,0,0,0
487,4,-90,86,0,0,0
488,4,-91,87,0,0,0
489,4,-92,88,0,0,0
490,4,-93,89,0,0,0
491,4,-94,90,0,0,0
492,4,-95,91,0,0,0
493,4,-96,92,0,0,0
494,4,-97,93,0,0,0
495,4,-98,94,0,0,0
496,4,-99,95,0,0,0
497,4,-100,96,0,0,0
498,4,-101,97,0,0,0
499,5,-101,96,0,0,0
500,5,-100,95,0,0,0
501,5,-99,94,0,0,0
502,5,-98,93,0,0,0
503,5,-97,92,0,0,0
504,5,-96,91,0,0,0
505,5,-95,90,0,0,0
506,5,-94,89,0,0,0
507,5,-93,88,0,0,0
508,5,-92,87,0,0,0
509,5,-91,86,0,0,0
510,5,-90,85,0,0,0
511,5,-89,84,0,0,0
512,5,-88,83,0,0,0
513,5,-87,82,0,0,0
514,5,-86,81,0,0,0
515,5,-85,80,0,0,0
516,5,-84,79,0,0,0
517,5,-83,78,0,0,0
518,5,-82,77,0,0,0
519,5,-81,76,0,0,0
520,5,-80,75,0,0,0
521,5,-79,74,0,0,0
522,5,-78,73,0,0,0
523,5,-77,72,0,0,0
524,5,-76,71,0,0,0
525,5,-75,70,0,0,0
526,5,-74,69,0,0,0
527,5,-73,68,0,0,0
528,5,-72,67,0,0,0
529,5,-71,66,0,0,0
530,5,-70,65,0,0,0
531,5,-69,64,0,0,0
532,5,-68,63,0,0,0
533,5,-67,62,0,0,0
534,5,-66,61,0,0,0
535,5,-65,60,0,0,0
536,5,-64,59,0,0,0
537,5,-63,58,0,0,0
538,5,-62,57,0,0,0
539,5,-61,56,0,0,0
540,5,-59,54,0,0,0
541,5,-58,53,0,0,0
542,5,-57,52,0,0,0
543,5,-56,51,0,0,0
544,5,-55,50,0,0,0
545,5,-54,49,0,0,0
546,5,-53,48,0,0,0
547,5,-52,47,0,0,0
548,5,-51,46,0,0,0
549,5,-50,45,0,0,0
550,5,-49,44,0,0,0
551,5,-48,43,0,0,0
552,5,-47,42,0,0,0
553,5,-46,41,0,0,0
554,5,-45,40,0,0,0
555,5,-44,39,0,0,0
556,5,-43,38,0,0,0
557,5,-42,37,0,0,0
558,5,-41,36,0,0,0
559,5,-40,35,0,0,0
560,5,-39,34,0,0,0
561,5,-38,33,0,0,0
562,5,-37,32,0,0,0
563,5,-36,31,0,0,0
564,5,-35,30,0,0,0
565,5,-34,29,0,0,0
566,5,-33,28,0,0,0
567,5,-32,27,0,0,0
568,5,-31,26,0,0,0
569,5,-30,25,0,0,0
570,5,-29,24,0,0,0
571,5,-28,23,0,0,0
572,5,-27,22,0,0,0
573,5,-26,21,0,0,0
574,5,-25,20,0,0,0
575,5,-24,19,0,0,0
576,5,-23,18,0,0,0
577,5,-22,17,0,0,0
578,5,-21,16,0,0,0
579,5,-20,15,0,0,0
580,5,-19,14,0,0,0
581,5,-18,13,0,0,0
582,5,-17,12,0,0,0
583,5,-16,11,0,0,0
584,5,-15,10,0,0,0
585,5,-14,9,0,0,0
586,5,-13,8,0,0,0
587,5,-12,7,0,0,0
588,5,-11,6,0,0,0
589,5,-10,5,0,0,0
590,5,-9,4,0,0,0
591,5,-8,3,0,0,0
592,5,-7,2,0,0,0
593,5,-6,1,0,0,0
594,5,-5,0,0,0,0
595,5,-4,-1,0,0,0
596,5,-3,-2,0,0,0
597,5,-2,-3,0,0,0
598,6,-3,-3,0,0,0
599,6,-4,-2,0,0,0
600,6,-5,-1,0,0,0
601,6,-6,0,0,0,0
602,6,-7,1,0,0,0
603,6,-8,2,0,0,0
604,6,-9,3,0,0,0
605,6,-10,4,0,0,0
606,6,-11,5,0,0,0
607,6,-12,6,0,0,0
608,6,-13,7,0,0,0
609,6,-14,8,0,0,0
610,6,-15,9,0,0,0
611,6,-16,10,0,0,0
612,6,-17,11,0,0,0
613,6,-18,12,0,0,0
614,6,-19,13,0,0,0
615,6,-20,14,0,0,0
616,6,-21,15,0,0,0
617,6,-22,16,0,0,0
618,6,-23,17,0,0,0
619,6,-24,18,0,0,0
620,6,-25,19,0,0,0
621,6,-26,20,0,0,0
622,6,-27,21,0,0,0
623,6,-28,22,0,0,0
624,6,-29,23,0,0,0
625,6,-30,24,0,0,0
626,6,-31,25,0,0,0
627,6,-32,26,0,0,0
628,6,-33,27,0,0,0
629,6,-34,28,0,0,0
630,6,-35,29,0,0,0
631,6,-36,30,0,0,0
632,6,-37,31,0,0,0
633,6,-38,32,0,0,0
634,6,-39,33,0,0,0
635,6,-40,34,0,0,0
636,6,-41,35,0,0,0
637,6,-42,36,0,0,0
638,6,-43,37,0,0,0
639,6,-44,38,0,0,0
640,6,-45,39,0,0,0
641,6,-46,40,0,0,0
642,6,-47,41,0,0,0
643,6,-48,42,0,0,0
644,6,-49,43,0,0,0
645,6,-50,44,0,0,0
646,6,-51,45,0,0,0
647,6,-52,46,0,0,0
648,6,-53,47,0,0,0
649,6,-54,48,0,0,0
650,6,-55,49,0,0,0
651,6,-56,50,0,0,0
652,6,-57,51,0,0,0
653,6,-58,52,0,0,0
654,6,-59,53,0,0,0
655,6,-60,54,0,0,0
656,6,-61,55,0,0,0
657,6,-62,56,0,0,0
658,6,-63,57,0,0,0
659,6,-64,58,0,0,0
660,6,-65,59,0,0,0
661,6,-66,60,0,0,0
662,6,-67,61,0,0,0
663,6,-68,62,0,0,0
664,6,-69,63,0,0,0
665,6,-70,64,0,0,0
666,6,-71,65,0,0,0
667,6,-72,66,0,0,0
668,6,-73,67,0,0,0
669,6,-74,68,0,0,0
670,6,-75,69,0,0,0
671,6,-76,70,0,0,0
672,6,-77,71,0,0,0
673,6,-78,72,0,0,0
674,6,-79,73,0,0,0
675,6,-80,74,0,0,0
676,6,-81,75,0,0,0
677,6,-82,76,0,0,0
678,6,-83,77,0,0,0
679,6,-84,78,0,0,0
680,6,-85,79,0,0,0
681,6,-86,80,0,0,0
682,6,-87,81,0,0,0
683,6,-88,82,0,0,0
684,6,-89,83,0,0,0
685,6,-90,84,0,0,0
686,6,-91,85,0,0,0
687,6,-92,86,0,0,0
688,6,-93,87,0,0,0
689,6,-94,88,0,0,0
690,6,-95,89,0,0,0
691,6,-96,90,0,0,0
692,6,-97,91,0,0,0
693,6,-98,92,0,0,0
694,6,-99,93,0,0,0
695,6,-100,94,0,0,0
696,6,-101,95,0,0,0
697,6,-102,96,0,0,0
698,7,-102,95,0,0,0
699,7,-101,94,0,0,0
700,7,-100,93,0,0,0
701,7,-99,92,0,0,0
702,7,-98,91,0,0,0
703,7,-97,90,0,0,0
704,7,-96,89,0,0,0
705,7,-95,88,0,0,0
706,7,-94,87,0,0,0
707,7,-93,86,0,0,0
708,7,-92,85,0,0,0
709,7,-91,84,0,0,0
710,7,-90,83,0,0,0
711,7,-89,82,0,0,0
712,7,-88,81,0,0,0
713,7,-87,80,0,0,0
714,7,-86,79,0,0,0
715,7,-85,78,0,0,0
716,7,-84,77,0,0,0
717,7,-83,76,0,0,0
718,7,-82,75,0,0,0
719,7,-81,74,0,0,0
720,7,-80,73,0,0,0
721,7,-79,72,0,0,0
722,7,-78,71,0,0,0
723,7,-77,70,0,0,0
724,7,-76,69,0,0,0
725,7,-75,68,0,0,0
726,7,-74,67,0,0,0
727,7,-73,66,0,0,0
728,7,-72,65,0,0,0
729,7,-71,64,0,0,0
730,7,-70,63,0,0,0
731,7,-69,62,0,0,0
732,7,-68,61,0,0,0
733,7,-67,60,0,0,0
734,7,-66,59,0,0,0
735,7,-65,58,0,0,0
736,7,-64,57,0,0,0
737,7,-63,56,0,0,0
738,7,-62,55,0,0,0
739,7,-61,54,0,0,0
740,7,-60,53,0,0,0
741,7,-59,52,0,0,0
742,7,-58,51,0,0,0
743,7,-57,50,0,0,0
744,7,-56,49,0,0,0
745,7,-55,48,0,0,0
746,7,-54,47,0,0,0
747,7,-53,46,0,0,0
748,7,-52,45,0,0,0
749,7,-51,44,0,0,0
750,7,-50,43,0,0,0
751,7,-49,42,0,0,0
752,7,-48,41,0,0,0
753,7,-47,40,0,0,0
754,7,-46,39,0,0,0
755,7,-45,38,0,0,0
756,7,-44,37,0,0,0
757,7,-43,36,0,0,0
758,7,-42,35,0,0,0
759,7,-41,34,0,0,0
760,7,-40,33,0,0,0
761,7,-39,32,0,0,0
762,7,-38,31,0,0,0
763,7,-37,30,0,0,0
764,7,-36,29,0,0,0
765,7,-35,28,0,0,0
766,7,-34,27,0,0,0
767,7,-33,26,0,0,0
768,7,-32,25,0,0,0
769,7,-31,24,0,0,0
770,7,-30,23,0,0,0
771,7,-29,22,0,0,0
772,7,-28,21,0,0,0
773,7,-27,20,0,0,0
774,7,-26,19,0,0,0
775,7,-25,18,0,0,0
776,8,-24,16,0,0,0
777,8,-23,15,0,0,0
778,7,-24,17,0,0,0
779,7,-23,16,0,0,0
780,7,-22,15,0,0,0
781,7,-21,14,0,0,0
782,7,-20,13,0,0,0
783,7,-19,12,0,0,0
784,7,-18,11,0,0,0
785,7,-17,10,0,0,0
786,7,-16,9,0,0,0
787,7,-15,8,0,0,0
788,7,-14,7,0,0,0
789,7,-13,6,0,0,0
790,7,-12,5,0,0,0
791,7,-11,4,0,0,0
792,7,-10,3,0,0,0
793,7,-9,2,0,0,0
794,7,-8,1,0,0,0
795,7,-7,0,0,0,0
796,7,-6,-1,0,0,0
797,7,-5,-2,0,0,0
798,7,-4,-3,0,0,0
799,7,-3,-4,0,0,0
800,8,-4,-4,0,0,0
801,8,-5,-3,0,0,0
802,8,-6,-2,0,0,0
803,8,-7,-1,0,0,0
804,8,-8,0,0,0,0
805,8,-9,1,0,0,0
806,8,-10,2,0,0,0
807,8,-11,3,0,0,0
808,8,-12,4,0,0,0
809,8,-13,5,0,0,0
810,8,-14,6,0,0,0
811,8,-15,7,0,0,0
812,8,-16,8,0,0,0
813,8,-17,9,0,0,0
814,8,-18,10,0,0,0
815,8,-19,11,0,0,0
816,8,-20,12,0,0,0
817,8,-21,13,0,0,0
818,8,-22,14,0,0,0
819,8,-25,17,0,0,0
820,8,-26,18,0,0,0
821,8,-27,19,0,0,0
822,8,-28,20,0,0,0
823,8,-29,21,0,0,0
824,8,-30,22,0,0,0
825,8,-31,23,0,0,0
826,8,-32,24,0,0,0
827,8,-33,25,0,0,0
828,8,-34,26,0,0,0
829,8,-35,27,0,0,0
830,8,-36,28,0,0,0
831,8,-37,29,0,0,0
832,8,-38,30,0,0,0
833,8,-39,31,0,0,0
834,8,-40,32,0,0,0
835,8,-41,33,0,0,0
836,8,-42,34,0,0,0
837,8,-43,35,0,0,0
838,8,-44,36,0,0,0
839,8,-45,37,0,0,0
840,8,-46,38,0,0,0
841,8,-47,39,0,0,0
842,8,-48,40,0,0,0
843,8,-49,41,0,0,0
844,8,-50,42,0,0,0
845,8,-51,43,0,0,0
846,8,-52,44,0,0,0
847,8,-53,45,0,0,0
848,8,-54,46,0,0,0
849,8,-55,47,0,0,0
850,8,-56,48,0,0,0
851,8,-57,49,0,0,0
852,8,-58,50,0,0,0
853,8,-59,51,0,0,0
854,8,-60,52,0,0,0
855,8,-61,53,0,0,0
856,8,-62,54,0,0,0
857,8,-63,55,0,0,0
858,8,-64,56,0,0,0
859,8,-65,57,0,0,0
860,8,-66,58,0,0,0
861,8,-67,59,0,0,0
862,8,-68,60,0,0,0
863,8,-69,61,0,0,0
864,8,-70,62,0,0,0
865,8,-71,63,0,0,0
866,8,-72,64,0,0,0
867,8,-73,65,0,0,0
868,8,-74,66,0,0,0
869,8,-75,67,0,0,0
870,8,-76,68,0,0,0
871,8,-77,69,0,0,0
872,8,-78,70,0,0,0
873,8,-79,71,0,0,0
874,8,-80,72,0,0,0
875,8,-81,73,0,0,0
876,8,-82,74,0,0,0
877,8,-83,75,0,0,0
878,8,-84,76,0,0,0
879,8,-85,77,0,0,0
880,8,-86,78,0,0,0
881,8,-87,79,0,0,0
882,8,-88,80,0,0,0
883,8,-89,81,0,0,0
884,8,-90,82,0,0,0
885,9,-92,83,0,0,0
886,9,-93,84,0,0,0
887,8,-91,83,0,0,0
888,8,-92,84,0,0,0
889,8,-93,85,0,0,0
890,8,-94,86,0,0,0
891,8,-95,87,0,0,0
892,8,-96,88,0,0,0
893,8,-97,89,0,0,0
894,8,-98,90,0,0,0
895,8,-99,91,0,0,0
896,8,-100,92,0,0,0
897,8,-101,93,0,0,0
898,8,-102,94,0,0,0
899,8,-103,95,0,0,0
900,9,-103,94,0,0,0
901,9,-102,93,0,0,0
902,9,-101,92,0,0,0
903,9,-100,91,0,0,0
904,9,-99,90,0,0,0
905,9,-98,89,0,0,0
906,9,-97,88,0,0,0
907,9,-96,87,0,0,0
908,9,-95,86,0,0,0
909,9,-94,85,0,0,0
910,9,-91,82,0,0,0
911,9,-90,81,0,0,0
912,9,-89,80,0,0,0
913,9,-88,79,0,0,0
914,9,-87,78,0,0,0
915,9,-86,77,0,0,0
916,9,-85,76,0,0,0
917,9,-84,75,0,0,0
918,9,-83,74,0,0,0
919,9,-82,73,0,0,0
920,9,-81,72,0,0,0
921,9,-80,71,0,0,0
922,9,-79,70,0,0,0
923,9,-78,69,0,0,0
924,9,-77,68,0,0,0
925,9,-76,67,0,0,0
926,9,-75,66,0,0,0
927,9,-74,65,0,0,0
928,9,-73,64,0,0,0
929,9,-72,63,0,0,0
